gene_id,class,toxin_family,CLP2057,CLP2065,CLP2068,CLP2071,CLP2105,CLP2109,CLP2137,KW1744
Ccera-CLP2057ext_FBiP1_ngenContig3407_-_CDS,Nontoxin,Nontoxin,1117,1149,837,1349,521,1021,1468,2745
Ccera-CLP2065ngen_FBox-WD-2_ngenContig2642_-_CDS,Nontoxin,Nontoxin,137,300,138,196,180,223,249,215
Ccera-CLP2071ngen_FBox4_ngenContig4686_-_CDS,Nontoxin,Nontoxin,108,173,133,194,158,127,190,191
Ccera-CLP2057ext_FBox9_ngenContig3218_-_CDS,Nontoxin,Nontoxin,145,163,172,248,90,138,181,274
Ccera-CLP2065ngen_FBoxRR5_ngenContig4488_-_CDS,Nontoxin,Nontoxin,173,384,298,424,288,407,417,389
Ccera-CLP2057ext_Ferredoxin1_ngenContig1927_-_CDS,Nontoxin,Nontoxin,80,87,75,117,81,112,82,63
Ccera-CLP2057ext_FerritinA_ngenContig1337_-_CDS,Nontoxin,Nontoxin,293,977,412,776,419,333,1119,902
Ccera-CLP2057ext_FerritinHeavy_ngenContig1336_-_CDS,Nontoxin,Nontoxin,503,1303,711,1496,631,761,1023,1106
Ccera-CLP2057ext_FerritinLight_ngenContig2580_-_CDS,Nontoxin,Nontoxin,692,1022,703,617,1027,416,1030,1495
Ccera-CLP2057ext_FeS1-CDGSH_ngenContig657_-_CDS,Nontoxin,Nontoxin,46,71,60,49,34,43,54,37
Ccera-CLP2065ngen_FeSCluster1_ngenContig4976_-_CDS,Nontoxin,Nontoxin,53,93,44,71,54,63,52,73
Ccera-CLP2057ext_FGFR1_ngenContig353_-_CDS,Nontoxin,Nontoxin,231,300,257,305,301,423,356,243
Ccera-KW1109ngen_fhl3_ngenContig3698_-_CDS,Nontoxin,Nontoxin,43,67,21,76,52,40,26,81
Ccera-CLP2137ngen_FibronectinIII-3B_ngenContig4703_-_CDS,Nontoxin,Nontoxin,280,481,390,100,362,220,702,191
Ccera-CLP2057ext_FKBP3_ngenContig1304_-_CDS,Nontoxin,Nontoxin,113,84,157,108,66,85,76,188
Ccera-CLP2068ngen_FKBP7_ngenContig3639_-_CDS,Nontoxin,Nontoxin,94,39,76,28,32,42,63,49
Ccera-CLP2065ngen_Flotillin1_ngenContig4683_-_CDS,Nontoxin,Nontoxin,59,185,74,103,80,121,108,112
Ccera-CLP2071ngen_Flotillin2_ngenContig4421_-_CDS,Nontoxin,Nontoxin,90,93,27,144,78,167,98,147
Ccera-CLP2057ext_Follistatin1_ngenContig2948_-_CDS,Nontoxin,Nontoxin,112,84,108,46,59,97,82,99
Ccera-CLP2068ngen_Forkhead-I1ema_ngenContig782_-_CDS,Nontoxin,Nontoxin,69,141,128,216,78,151,104,132
Ccera-CLP2068ngen_FRG1_ngenContig2789_-_CDS,Nontoxin,Nontoxin,72,101,114,155,56,110,126,225
Ccera-CLP2057ext_FrucBiPAldolaseB_ngenContig2634_-_CDS,Nontoxin,Nontoxin,340,136,370,346,256,212,374,460
Ccera-CLP2065ngen_Fucosyltransferase_ngenContig5739_-_CDS,Nontoxin,Nontoxin,203,351,188,426,276,275,301,466
Ccera-KW1109ngen_Fumarylacetoacetase_ngenContig7097_-_CDS,Nontoxin,Nontoxin,53,138,137,100,59,27,48,171
Ccera-CLP2057ext_FumarylacetoacetateHyd2A_ngenContig4601_-_CDS,Nontoxin,Nontoxin,454,537,337,815,693,561,351,778
Ccera-CLP2071ngen_Fused-1_ngenContig1303_-_CDS,Nontoxin,Nontoxin,3,20,15,361,15,2,22,15
Ccera-CLP2065ngen_G3PDH_ngenContig1864_-_CDS,Nontoxin,Nontoxin,123,263,294,467,209,331,253,341
Ccera-CLP2057ext_G3PTrans_ngenContig3113_-_CDS,Nontoxin,Nontoxin,536,692,596,567,245,137,561,403
Ccera-CLP2057ext_G6PI1_ngenContig906_-_CDS,Nontoxin,Nontoxin,115,61,111,73,64,68,67,107
Ccera-CLP2068ngen_G6PNATrans_ngenContig1351_-_CDS,Nontoxin,Nontoxin,38,36,93,62,32,93,101,75
Ccera-CLP2057ext_GABA2_ngenContig3709_-_CDS,Nontoxin,Nontoxin,37,87,30,76,30,62,44,76
Ccera-CLP2057ext_GABARec_ngenContig5_-_CDS,Nontoxin,Nontoxin,318,757,269,750,429,622,639,640
Ccera-CLP2057ext_GADD45_ngenContig1153_-_CDS,Nontoxin,Nontoxin,49,57,39,99,59,107,64,76
Ccera-CLP2105ngen_Galactosyltransferase1_ngenContig2555_-_CDS,Nontoxin,Nontoxin,185,188,191,118,237,109,248,167
Ccera-CLP2071ngen_GammaSecretase_ngenContig2687_-_CDS,Nontoxin,Nontoxin,169,271,89,421,318,427,273,287
Ccera-CLP2057ext_GangliosideGM2_ngenContig3744_-_CDS,Nontoxin,Nontoxin,145,169,130,104,41,81,250,116
Ccera-CLP2057ext_GAPDH_ngenContig4584_-_CDS,Nontoxin,Nontoxin,3302,10831,4078,4689,1690,1937,2706,7819
Ccera-KW1109ngen_GapJunction-g1_ngenContig126_-_CDS,Nontoxin,Nontoxin,67,95,86,66,89,83,81,81
Ccera-CLP2071ngen_GBinding_ngenContig6634_-_CDS,Nontoxin,Nontoxin,314,333,109,394,351,375,324,351
Ccera-CLP2065ngen_GC_ngenContig4881_-_CDS,Nontoxin,Nontoxin,2624,1155,1151,2738,3008,2170,4118,4243
Ccera-CLP2065ngen_GCR2Suppressor_ngenContig3603_-_CDS,Nontoxin,Nontoxin,238,323,375,324,258,245,265,347
Ccera-CLP2057ext_GDPFucoseTrans1_ngenContig4053_-_CDS,Nontoxin,Nontoxin,297,204,156,305,215,285,190,263
Ccera-CLP2065ngen_GDPman46Deh_ngenContig1929_-_CDS,Nontoxin,Nontoxin,154,206,215,308,111,89,276,187
Ccera-CLP2068ngen_gemAsc8_ngenContig1324_-_CDS,Nontoxin,Nontoxin,34,45,57,34,29,19,47,68
Ccera-CLP2057ext_Gemin6_ngenContig2067_-_CDS,Nontoxin,Nontoxin,39,59,38,39,31,43,37,51
Ccera-CLP2057ext_GenVesTrans-p115_ngenContig2576_-_CDS,Nontoxin,Nontoxin,840,812,1128,679,985,583,954,1036
Ccera-CLP2065ngen_GeranylgeranylPyrophosphateSyn_ngenContig6171_-_CDS,Nontoxin,Nontoxin,35,102,56,82,42,46,58,67
Ccera-CLP2065ngen_GeranylgeranylTrans-2b_ngenContig920_-_CDS,Nontoxin,Nontoxin,72,87,129,60,89,96,124,114
Ccera-CLP2071ngen_GerTran1D_ngenContig1461_-_CDS,Nontoxin,Nontoxin,51,96,59,85,40,46,47,41
Ccera-CLP2057ext_GH-TMP_ngenContig3563_-_CDS,Nontoxin,Nontoxin,130,360,158,339,276,381,422,259
Ccera-CLP2109ngen_GINS_ngenContig2938_-_CDS,Nontoxin,Nontoxin,22,51,37,72,51,50,70,48
Ccera-KW1109ngen_GliaMaturationFactor-b_ngenContig1251_-_CDS,Nontoxin,Nontoxin,3,27,27,12,18,21,29,37
Ccera-CLP2057ext_GlnSyn_ngenContig2943_-_CDS,Nontoxin,Nontoxin,270,356,358,759,415,161,1843,965
Ccera-CLP2071ngen_GlucPIsom_ngenContig3553_-_CDS,Nontoxin,Nontoxin,819,2210,591,1488,601,654,725,1554
Ccera-CLP2109ngen_GluRichTetratricopeptide-a_ngenContig2821_-_CDS,Nontoxin,Nontoxin,55,68,20,74,87,132,79,72
Ccera-CLP2071ngen_GlutamateRec_ngenContig5394_-_CDS,Nontoxin,Nontoxin,144,326,59,138,171,177,207,165
Ccera-CLP2071ngen_GlutamineSyn_ngenContig4596_-_CDS,Nontoxin,Nontoxin,147,361,73,498,112,36,127,167
Ccera-CLP2057ext_glutamylcyclotransferase-gamma_ngenContig3475_-_CDS,Nontoxin,Nontoxin,68,73,70,58,51,48,83,120
Ccera-CLP2057ext_Glutaredoxin1_ngenContig2706_-_CDS,Nontoxin,Nontoxin,195,309,248,270,59,175,280,284
Ccera-CLP2057ext_Glutaredoxin5_ngenContig1132_-_CDS,Nontoxin,Nontoxin,129,101,60,70,118,89,80,89
Ccera-CLP2065ngen_GlutathioneSTransferase1-1_ngenContig4776_-_CDS,Nontoxin,Nontoxin,22,92,61,66,21,47,11,45
Ccera-CLP2057ext_GlutCoADeh_ngenContig1947_-_CDS,Nontoxin,Nontoxin,248,205,283,128,290,278,282,227
Ccera-CLP2071ngen_Gly-tRNALig_ngenContig2970_-_CDS,Nontoxin,Nontoxin,846,1231,550,816,884,440,731,1437
Ccera-CLP2071ngen_GlycineNMethyltransferase_ngenContig4748_-_CDS,Nontoxin,Nontoxin,109,173,76,242,136,175,120,106
Ccera-CLP2068ngen_GlycNAcet3BGal1_ngenContig2615_-_CDS,Nontoxin,Nontoxin,107,81,202,46,140,40,191,308
Ccera-CLP2068ngen_Glycogenin1_ngenContig1572_-_CDS,Nontoxin,Nontoxin,110,290,152,146,161,202,221,336
Ccera-CLP2068ngen_GlycogenPhosphorylase_ngenContig3719_-_CDS,Nontoxin,Nontoxin,406,490,485,512,474,438,504,574
Ccera-CLP2071ngen_GlycolipidTransfer_ngenContig3667_-_CDS,Nontoxin,Nontoxin,42,34,21,77,13,19,22,35
Ccera-CLP2068ngen_Glycosyltransferase8-1_ngenContig71_-_CDS,Nontoxin,Nontoxin,67,68,106,72,81,38,34,109
Ccera-CLP2057ext_GlycPhosDeh_ngenContig3512_-_CDS,Nontoxin,Nontoxin,280,723,285,307,423,292,402,375
Ccera-CLP2071ngen_Glyoxalase4_ngenContig3975_-_CDS,Nontoxin,Nontoxin,102,96,113,119,92,137,129,138
Ccera-CLP2105ngen_GlyoxylateRed_ngenContig1093_-_CDS,Nontoxin,Nontoxin,87,71,88,64,160,110,238,125
Ccera-CLP2065ngen_GnbB2_ngenContig4613_-_CDS,Nontoxin,Nontoxin,2549,3491,1861,4431,1841,2436,3319,6653
Ccera-CLP2057ext_GNBP-a_ngenContig3726_-_CDS,Nontoxin,Nontoxin,155,211,242,257,173,180,264,323
Ccera-CLP2057ext_GNBP3_ngenContig632_-_CDS,Nontoxin,Nontoxin,294,259,601,282,282,327,369,330
Ccera-CLP2057ext_Golgi-SNAP_ngenContig1651_-_CDS,Nontoxin,Nontoxin,130,128,150,52,113,92,161,154
Ccera-CLP2109ngen_GolgiERTraffic4_ngenContig2924_-_CDS,Nontoxin,Nontoxin,99,189,105,162,128,177,150,147
Ccera-CLP2057ext_Golgin45_ngenContig1248_-_CDS,Nontoxin,Nontoxin,127,120,138,119,99,120,156,185
Ccera-CLP2105ngen_GolginA5-1_ngenContig1764_-_CDS,Nontoxin,Nontoxin,271,252,311,287,268,284,240,358
Ccera-CLP2057ext_GolgipHReg_ngenContig1790_-_CDS,Nontoxin,Nontoxin,282,206,212,241,182,199,235,306
Ccera-CLP2071ngen_GolgiPP3_ngenContig5221_-_CDS,Nontoxin,Nontoxin,143,163,88,150,177,144,125,62
Ccera-CLP2065ngen_GolgiStacking2_ngenContig6662_-_CDS,Nontoxin,Nontoxin,743,1128,1030,974,1224,983,1420,939
Ccera-KW1109ngen_GolgPhos3_ngenContig5060_-_CDS,Nontoxin,Nontoxin,122,115,68,152,92,98,109,109
Ccera-CLP2057ext_GOT1B_ngenContig368_-_CDS,Nontoxin,Nontoxin,35,52,40,40,57,43,40,19
Ccera-CLP2065ngen_GPatch-Ankyrin1_ngenContig6786_-_CDS,Nontoxin,Nontoxin,54,149,44,134,38,69,76,133
Ccera-CLP2057ext_GPNLoop3_ngenContig859_-_CDS,Nontoxin,Nontoxin,140,158,151,148,101,152,155,211
Ccera-CLP2057ext_GPNTDTransferase1_ngenContig638_-_CDS,Nontoxin,Nontoxin,255,283,231,141,151,126,195,355
Ccera-CLP2057ext_GProtein-g5_ngenContig1087_-_CDS,Nontoxin,Nontoxin,23,35,16,36,17,49,32,28
Ccera-CLP2071ngen_GProtSupp2_ngenContig6783_-_CDS,Nontoxin,Nontoxin,47,83,21,81,81,96,96,91
Ccera-CLP2057ext_Grainyhead1_ngenContig2853_-_CDS,Nontoxin,Nontoxin,898,557,1028,1044,557,658,934,1087
Ccera-CLP2057ext_Grancalcin_ngenContig1882_-_CDS,Nontoxin,Nontoxin,191,305,302,348,313,283,410,372
Ccera-KW1109ngen_GRichSeq1_ngenContig3170_-_CDS,Nontoxin,Nontoxin,590,1015,715,881,972,959,1061,925
Ccera-CLP2065ngen_GrowthArrestDNADamage-GADD45_ngenContig450_-_CDS,Nontoxin,Nontoxin,21,64,37,48,20,28,36,32
Ccera-CLP2057ext_GrowthDiffFactor5_ngenContig2729_-_CDS,Nontoxin,Nontoxin,285,301,321,177,457,286,595,383
Ccera-CLP2065ngen_GrowthFactorRec2-1_ngenContig68_-_CDS,Nontoxin,Nontoxin,47,72,34,45,20,57,44,42
Ccera-CLP2057ext_GRP78_ngenContig3194_-_CDS,Nontoxin,Nontoxin,14815,20137,6634,8818,25817,22374,19788,8831
Ccera-CLP2057ext_GSK3-b_ngenContig2546_-_CDS,Nontoxin,Nontoxin,24,40,27,22,32,27,32,35
Ccera-CLP2057ext_GST-3_ngenContig2565_-_CDS,Nontoxin,Nontoxin,129,160,146,105,76,89,136,196
Ccera-CLP2057ext_GST-mu_ngenContig673_-_CDS,Nontoxin,Nontoxin,1298,712,1715,868,439,831,514,486
Ccera-CLP2057ext_GST-Mu1-1_ngenContig1245_-_CDS,Nontoxin,Nontoxin,202,102,243,92,30,148,57,22
Ccera-CLP2057ext_GST-P_ngenContig4237_-_CDS,Nontoxin,Nontoxin,161,234,290,128,114,132,271,212
Ccera-CLP2057ext_GST-t1_ngenContig4073_-_CDS,Nontoxin,Nontoxin,3829,4594,2757,5985,2147,2109,5092,9006
Ccera-KW1109ngen_Gtf2a1_ngenContig7420_-_CDS,Nontoxin,Nontoxin,100,83,76,42,64,54,83,113
Ccera-CLP2065ngen_GTPBind10_ngenContig3142_-_CDS,Nontoxin,Nontoxin,57,125,140,62,50,64,87,128
Ccera-KW1109ngen_GTPBinding-RhoE_ngenContig5656_-_CDS,Nontoxin,Nontoxin,32,41,48,53,34,55,48,77
Ccera-CLP2057ext_GTPBindingSAR1a_ngenContig860_-_CDS,Nontoxin,Nontoxin,218,222,251,202,180,231,214,106
Ccera-KW1109ngen_GTPCyclohydrolase-1_ngenContig3450_-_CDS,Nontoxin,Nontoxin,2,1,0,0,2,5,10,28
Ccera-CLP2057ext_GTPnpRAN1_ngenContig2667_-_CDS,Nontoxin,Nontoxin,276,409,334,427,233,403,375,465
Ccera-CLP2065ngen_GuanineBinding-a1_ngenContig190_-_CDS,Nontoxin,Nontoxin,145,280,153,177,201,176,137,202
Ccera-CLP2065ngen_GuanineBinding3_ngenContig6261_-_CDS,Nontoxin,Nontoxin,244,247,225,165,253,258,248,304
Ccera-CLP2065ngen_GuanineNucBinding-b1_ngenContig657_-_CDS,Nontoxin,Nontoxin,50,106,41,66,37,71,68,62
Ccera-CLP2057ext_GuanMonRed_ngenContig854_-_CDS,Nontoxin,Nontoxin,103,304,134,208,148,247,249,168
Ccera-CLP2057ext_Guk1_ngenContig4375_-_CDS,Nontoxin,Nontoxin,116,84,64,48,53,41,95,107
Ccera-CLP2057ext_H-ACARibonucleoprotein3_ngenContig4376_-_CDS,Nontoxin,Nontoxin,12,5,12,10,10,8,17,19
Ccera-CLP2057ext_HACoADH2_ngenContig2485_-_CDS,Nontoxin,Nontoxin,281,332,404,369,262,390,314,523
Ccera-CLP2071ngen_HAGH_ngenContig1127_-_CDS,Nontoxin,Nontoxin,130,228,98,237,100,162,142,228
Ccera-CLP2071ngen_HBDH_ngenContig3683_-_CDS,Nontoxin,Nontoxin,207,185,104,505,428,428,340,401
Ccera-CLP2057ext_HCLS1-X1_ngenContig836_-_CDS,Nontoxin,Nontoxin,154,208,52,334,111,211,200,252
Ccera-CLP2057ext_HCoADH_ngenContig4599_-_CDS,Nontoxin,Nontoxin,228,211,220,277,135,174,228,426
Ccera-CLP2057ext_HD2_ngenContig4170_-_CDS,Nontoxin,Nontoxin,146,445,302,333,237,462,309,272
Ccera-CLP2057ext_HemaNeuro1_ngenContig3481_-_CDS,Nontoxin,Nontoxin,96,149,108,155,80,83,117,175
Ccera-CLP2065ngen_HemeBinding1_ngenContig5576_-_CDS,Nontoxin,Nontoxin,21,41,44,58,52,48,35,42
Ccera-CLP2057ext_Hemoglobin-a_ngenContig4336_-_CDS,Nontoxin,Nontoxin,788,989,149,15,66,162,900,17
Ccera-CLP2057ext_Hemoglobin-b1_ngenContig4786_-_CDS,Nontoxin,Nontoxin,382,109,2,16,49,181,827,13
Ccera-CLP2057ext_Hemoglobin-rho_ngenContig4785_-_CDS,Nontoxin,Nontoxin,731,1437,140,64,153,494,1581,49
Ccera-CLP2065ngen_HepaticLeukemiaFactor_ngenContig2313_-_CDS,Nontoxin,Nontoxin,31,66,40,38,24,17,38,52
Ccera-CLP2137ngen_Hepatocyte_ngenContig4235_-_CDS,Nontoxin,Nontoxin,192,403,235,477,259,372,394,467
Ccera-CLP2057ext_HepatomaGF-3_ngenContig949_-_CDS,Nontoxin,Nontoxin,47,84,46,27,33,61,64,40
Ccera-CLP2057ext_HepBX_ngenContig2747_-_CDS,Nontoxin,Nontoxin,38,21,36,34,14,35,46,29
Ccera-CLP2071ngen_HetNucRnpG_ngenContig473_-_CDS,Nontoxin,Nontoxin,80,150,52,134,57,123,71,77
Ccera-CLP2065ngen_hexokinase1_ngenContig2426_-_CDS,Nontoxin,Nontoxin,259,554,334,469,342,387,549,325
Ccera-CLP2057ext_HexosaminidaseD-1_ngenContig3629_-_CDS,Nontoxin,Nontoxin,241,182,428,189,205,169,226,367
Ccera-CLP2057ext_Hippocampus1_ngenContig1774_-_CDS,Nontoxin,Nontoxin,156,187,136,166,174,154,217,238
Ccera-CLP2068ngen_HistDeacet3_ngenContig3433_-_CDS,Nontoxin,Nontoxin,174,164,280,277,240,201,213,124
Ccera-CLP2057ext_HistidineNBP1_ngenContig3858_-_CDS,Nontoxin,Nontoxin,116,118,143,148,67,101,84,194
Ccera-CLP2057ext_Histidyl-tRNASyn1_ngenContig1330_-_CDS,Nontoxin,Nontoxin,432,434,282,349,228,270,249,453
Ccera-CLP2105ngen_HistoneAcetyltransferaseB_ngenContig4984_-_CDS,Nontoxin,Nontoxin,79,132,118,116,79,91,111,90
Ccera-CLP2065ngen_HistoneBind_ngenContig692_-_CDS,Nontoxin,Nontoxin,339,589,374,576,430,474,497,603
Ccera-CLP2068ngen_HistoneDeacetylase2_ngenContig3948_-_CDS,Nontoxin,Nontoxin,158,205,179,155,153,120,143,240
Ccera-CLP2065ngen_HistoneH2A-2_ngenContig3984_-_CDS,Nontoxin,Nontoxin,42,196,104,122,57,93,80,84
Ccera-CLP2057ext_HistoneH2AZ_ngenContig1755_-_CDS,Nontoxin,Nontoxin,59,30,32,37,37,42,42,48
Ccera-KW1109ngen_HistoneH3-2_ngenContig5895_-_CDS,Nontoxin,Nontoxin,11,0,0,13,2,8,17,33
Ccera-CLP2057ext_HistoneH3-3-1_ngenContig3861_-_CDS,Nontoxin,Nontoxin,256,376,319,584,314,530,389,452
Ccera-CLP2057ext_HistoneH3-3-2_ngenContig3863_-_CDS,Nontoxin,Nontoxin,142,106,163,238,81,99,161,403
Ccera-CLP2057ext_HistoneH3-3-3_ngenContig3865_-_CDS,Nontoxin,Nontoxin,122,174,183,198,61,102,157,307
Ccera-CLP2057ext_HMG-14_ngenContig3864_-_CDS,Nontoxin,Nontoxin,55,120,91,114,64,71,74,189
Ccera-CLP2057ext_HMG-14A_ngenContig3867_-_CDS,Nontoxin,Nontoxin,79,92,92,82,72,48,109,246
Ccera-CLP2057ext_HMG-17_ngenContig209_-_CDS,Nontoxin,Nontoxin,53,178,109,112,104,126,64,153
Ccera-CLP2071ngen_HMGBox1_ngenContig6199_-_CDS,Nontoxin,Nontoxin,97,213,122,219,177,205,240,251
Ccera-CLP2137ngen_HMGCoASyn_ngenContig5439_-_CDS,Nontoxin,Nontoxin,34,81,82,99,17,152,226,71
Ccera-CLP2057ext_HPFB1_ngenContig2195_-_CDS,Nontoxin,Nontoxin,51,103,40,66,55,93,41,72
Ccera-CLP2057ext_HRP12_ngenContig4383_-_CDS,Nontoxin,Nontoxin,25,17,23,12,17,15,14,16
Ccera-CLP2057ext_HSG3OST1_ngenContig1321_-_CDS,Nontoxin,Nontoxin,247,328,201,244,346,245,456,209
Ccera-CLP2065ngen_HSP-b8_ngenContig3448_-_CDS,Nontoxin,Nontoxin,38,145,27,17,11,26,35,47
Ccera-CLP2057ext_HSP10_ngenContig3225_-_CDS,Nontoxin,Nontoxin,237,131,191,112,43,116,182,339
Ccera-CLP2057ext_HSP60_ngenContig430_-_CDS,Nontoxin,Nontoxin,996,649,799,659,490,559,779,768
Ccera-CLP2057ext_HSP70_ngenContig545_-_CDS,Nontoxin,Nontoxin,985,1576,792,1470,918,1394,1051,1883
Ccera-CLP2057ext_HSP70-13_ngenContig3725_-_CDS,Nontoxin,Nontoxin,586,706,1414,504,1367,1138,1370,1107
Ccera-CLP2105ngen_HSP70-4_ngenContig519_-_CDS,Nontoxin,Nontoxin,359,596,387,466,425,371,361,462
Ccera-CLP2057ext_HSP71-1_ngenContig544_-_CDS,Nontoxin,Nontoxin,826,749,333,953,355,516,837,483
Ccera-CLP2057ext_HSP71-2_ngenContig1148_-_CDS,Nontoxin,Nontoxin,1811,1629,2586,2531,2276,2255,2663,867
Ccera-CLP2057ext_HSP90-Cdc37_ngenContig1890_-_CDS,Nontoxin,Nontoxin,331,395,472,476,271,281,371,688
Ccera-CLP2057ext_HSP90a_ngenContig1917_-_CDS,Nontoxin,Nontoxin,4461,2583,2887,1890,1930,1719,2691,3831
Ccera-CLP2057ext_HSP90b_ngenContig3632_-_CDS,Nontoxin,Nontoxin,1393,4215,1800,3516,1211,1609,2725,7143
Ccera-CLP2057ext_HSPC171_ngenContig2430_-_CDS,Nontoxin,Nontoxin,81,60,101,80,133,101,92,95
Ccera-CLP2105ngen_Hunt1_ngenContig2139_-_CDS,Nontoxin,Nontoxin,323,431,331,482,425,440,442,511
Ccera-CLP2071ngen_HuntingtinK_ngenContig2743_-_CDS,Nontoxin,Nontoxin,140,139,113,211,149,422,206,366
Ccera-CLP2071ngen_HyalBind4_ngenContig2744_-_CDS,Nontoxin,Nontoxin,73,175,179,262,99,158,83,355
Ccera-CLP2068ngen_HydroxybutyrateDH-2_ngenContig3321_-_CDS,Nontoxin,Nontoxin,12,40,54,27,22,15,35,75
Ccera-CLP2071ngen_HyoxiaUpReg1_ngenContig2048_-_CDS,Nontoxin,Nontoxin,3331,2540,1529,1706,1441,3446,1012,2037
Ccera-CLP2065ngen_HypoxanthineGPT_ngenContig1533_-_CDS,Nontoxin,Nontoxin,69,70,47,35,25,42,48,30
Ccera-KW1109ngen_HypPro1-3_ngenContig6588_-_CDS,Nontoxin,Nontoxin,121,148,147,155,109,153,161,179
Ccera-CLP2071ngen_ICCaKChannel4_ngenContig2938_-_CDS,Nontoxin,Nontoxin,181,155,172,203,119,58,123,140
Ccera-CLP2057ext_ID-g1_ngenContig4497_-_CDS,Nontoxin,Nontoxin,152,113,168,181,103,132,171,213
Ccera-KW1109ngen_IER2_ngenContig6098_-_CDS,Nontoxin,Nontoxin,74,8,1,39,125,59,50,41
Ccera-CLP2057ext_ImmatColonCar_ngenContig1003_-_CDS,Nontoxin,Nontoxin,153,151,191,110,120,157,105,109
Ccera-CLP2057ext_ImmEarlyResp3Int1_ngenContig3896_-_CDS,Nontoxin,Nontoxin,107,21,46,132,100,135,122,69
Ccera-CLP2065ngen_IMP_ngenContig4583_-_CDS,Nontoxin,Nontoxin,246,323,296,205,260,116,280,440
Ccera-CLP2057ext_IMP-2A_ngenContig3411_-_CDS,Nontoxin,Nontoxin,1432,2569,1435,2969,1525,2364,2560,2710
Ccera-CLP2071ngen_IMP-erythrocyteband7_ngenContig25_-_CDS,Nontoxin,Nontoxin,29,39,15,144,20,28,19,81
Ccera-CLP2057ext_IMPDehydro2_ngenContig4689_-_CDS,Nontoxin,Nontoxin,255,772,237,455,244,189,322,1135
Ccera-CLP2057ext_Importin-a1_ngenContig1666_-_CDS,Nontoxin,Nontoxin,181,279,222,203,186,199,320,193
Ccera-CLP2065ngen_Importin-a2_ngenContig266_-_CDS,Nontoxin,Nontoxin,185,252,251,184,295,267,291,122
Ccera-CLP2065ngen_Importin-a4_ngenContig5571_-_CDS,Nontoxin,Nontoxin,198,259,114,204,198,212,241,269
Ccera-CLP2065ngen_InorganicPP_ngenContig5029_-_CDS,Nontoxin,Nontoxin,240,449,342,376,355,334,441,635
Ccera-CLP2065ngen_InositolHexKin2_ngenContig2716_-_CDS,Nontoxin,Nontoxin,37,112,66,142,59,68,80,171
Ccera-CLP2065ngen_InositolMonophosphatase1_ngenContig3203_-_CDS,Nontoxin,Nontoxin,49,77,51,73,79,34,187,116
Ccera-CLP2057ext_InsulinInd1_ngenContig3539_-_CDS,Nontoxin,Nontoxin,242,440,126,231,607,173,1137,890
Ccera-CLP2071ngen_InsulinInd2_ngenContig3141_-_CDS,Nontoxin,Nontoxin,37,56,56,59,37,37,70,49
Ccera-KW1109ngen_IntegrinKin_ngenContig2937_-_CDS,Nontoxin,Nontoxin,144,168,33,141,95,112,135,267
Ccera-CLP2065ngen_InterferonReg_ngenContig6101_-_CDS,Nontoxin,Nontoxin,97,289,303,291,205,335,226,186
Ccera-CLP2057ext_Intraflagellar20_ngenContig642_-_CDS,Nontoxin,Nontoxin,45,28,29,33,42,30,35,48
Ccera-CLP2057ext_IPDPDIsomerase_ngenContig4267_-_CDS,Nontoxin,Nontoxin,349,680,389,422,612,403,998,981
Ccera-CLP2109ngen_IscU_ngenContig915_-_CDS,Nontoxin,Nontoxin,98,234,97,271,110,280,190,286
Ccera-CLP2105ngen_isletCell1_ngenContig579_-_CDS,Nontoxin,Nontoxin,376,262,309,127,258,136,391,309
Ccera-KW1109ngen_IsocitrateDH_ngenContig2797_-_CDS,Nontoxin,Nontoxin,407,559,229,458,257,253,412,787
Ccera-CLP2057ext_IsocitrateDHCyt_ngenContig2951_-_CDS,Nontoxin,Nontoxin,406,360,434,297,347,294,512,332
Ccera-CLP2057ext_IST1_ngenContig4242_-_CDS,Nontoxin,Nontoxin,175,314,155,310,222,294,256,222
Ccera-CLP2057ext_ITPPP_ngenContig811_-_CDS,Nontoxin,Nontoxin,84,122,125,133,92,101,100,207
Ccera-CLP2071ngen_Jagunal-1_ngenContig6590_-_CDS,Nontoxin,Nontoxin,54,84,53,99,77,91,52,33
Ccera-CLP2137ngen_JunctionPlakoglobin_ngenContig3360_-_CDS,Nontoxin,Nontoxin,257,305,311,208,196,140,337,433
Ccera-KW1109ngen_Katp60A1_ngenContig1119_-_CDS,Nontoxin,Nontoxin,67,60,51,102,53,47,88,131
Ccera-CLP2057ext_KeratinAsc2_ngenContig295_-_CDS,Nontoxin,Nontoxin,465,553,360,910,312,525,277,457
Ccera-CLP2068ngen_KeratinII-8_ngenContig1953_-_CDS,Nontoxin,Nontoxin,5,32,140,267,18,23,102,120
Ccera-CLP2071ngen_KH-RNABinding3_ngenContig286_-_CDS,Nontoxin,Nontoxin,57,166,76,149,91,118,109,98
Ccera-CLP2065ngen_KIAA0319_ngenContig1155_-_CDS,Nontoxin,Nontoxin,246,506,162,259,238,250,232,165
Ccera-CLP2057ext_KIAA1143_ngenContig1528_-_CDS,Nontoxin,Nontoxin,47,58,46,26,51,19,73,35
Ccera-CLP2057ext_KIAA1324_ngenContig3916_-_CDS,Nontoxin,Nontoxin,1835,1129,1258,1877,1120,1262,2160,3049
Ccera-CLP2105ngen_KIAA1370_ngenContig2551_-_CDS,Nontoxin,Nontoxin,405,432,404,575,390,287,719,511
