gene_id,class,toxin_family,CLP2057,CLP2065,CLP2068,CLP2071,CLP2105,CLP2109,CLP2137,KW1744
Ccera-CLP2057ext_SEC20_ngenContig1344_-_CDS,Nontoxin,Nontoxin,95,98,102,73,101,149,125,78
Ccera-CLP2057ext_Sec22b-B_ngenContig2059_-_CDS,Nontoxin,Nontoxin,113,262,148,370,341,302,232,355
Ccera-CLP2057ext_Sec23A_ngenContig3149_-_CDS,Nontoxin,Nontoxin,854,679,874,734,954,900,1051,949
Ccera-CLP2057ext_Sec61-a_ngenContig1985_-_CDS,Nontoxin,Nontoxin,3938,4492,4926,4817,4120,2882,5611,8672
Ccera-CLP2057ext_Sec61b_ngenContig2502_-_CDS,Nontoxin,Nontoxin,620,533,490,425,618,384,601,836
Ccera-CLP2057ext_Sec61g_extContig109_-_CDS,Nontoxin,Nontoxin,956,603,779,355,336,248,897,1619
Ccera-CLP2057ext_SEC63_ngenContig3662_-_CDS,Nontoxin,Nontoxin,1101,1684,1341,1638,1347,1341,1563,2041
Ccera-CLP2057ext_SecCarrierMem4_ngenContig4251_-_CDS,Nontoxin,Nontoxin,150,273,225,256,234,364,320,159
Ccera-CLP2065ngen_Seipin_ngenContig997_-_CDS,Nontoxin,Nontoxin,54,148,41,130,52,90,67,61
Ccera-CLP2071ngen_Selen1X_ngenContig630_-_CDS,Nontoxin,Nontoxin,22,26,22,29,17,29,40,40
Ccera-CLP2065ngen_Selenium1_ngenContig4535_-_CDS,Nontoxin,Nontoxin,165,550,120,436,118,261,174,225
Ccera-CLP2071ngen_selenoproteinU_ngenContig1521_-_CDS,Nontoxin,Nontoxin,14,26,32,88,7,66,45,36
Ccera-CLP2065ngen_SemialdehydeDH_ngenContig1064_-_CDS,Nontoxin,Nontoxin,328,349,379,481,289,422,424,589
Ccera-CLP2065ngen_Septin2-1_ngenContig2527_-_CDS,Nontoxin,Nontoxin,73,147,154,136,75,106,113,125
Ccera-CLP2068ngen_Septin7_ngenContig1830_-_CDS,Nontoxin,Nontoxin,324,481,368,270,261,210,302,670
Ccera-CLP2057ext_Sequestosome1_ngenContig1066_-_CDS,Nontoxin,Nontoxin,286,1234,360,1139,656,670,1120,642
Ccera-CLP2105ngen_SERCATPase2_ngenContig4292_-_CDS,Nontoxin,Nontoxin,453,673,405,278,610,922,618,368
Ccera-CLP2065ngen_SerHydMeT2_ngenContig1747_-_CDS,Nontoxin,Nontoxin,190,290,105,222,127,185,135,145
Ccera-CLP2065ngen_SerIncorporator3_ngenContig365_-_CDS,Nontoxin,Nontoxin,115,272,179,178,171,163,216,225
Ccera-CLP2071ngen_SerineIncorp2_ngenContig1017_-_CDS,Nontoxin,Nontoxin,112,108,140,176,142,120,217,96
Ccera-CLP2057ext_SerPalmitoyltransferaseA_ngenContig1777_-_CDS,Nontoxin,Nontoxin,32,31,30,26,22,34,30,25
Ccera-CLP2065ngen_SerpinB6_ngenContig1769_-_CDS,Nontoxin,Nontoxin,484,402,583,496,509,524,634,778
Ccera-CLP2057ext_SerThr2Ba_ngenContig746_-_CDS,Nontoxin,Nontoxin,166,201,117,214,51,157,232,185
Ccera-CLP2105ngen_SerThrKin_ngenContig4326_-_CDS,Nontoxin,Nontoxin,123,186,131,145,112,153,180,206
Ccera-CLP2068ngen_SerThrKin-pim3_ngenContig2609_-_CDS,Nontoxin,Nontoxin,88,108,335,388,254,454,292,236
Ccera-KW1109ngen_SerThrKin-RAF_ngenContig6295_-_CDS,Nontoxin,Nontoxin,90,120,156,170,98,90,127,243
Ccera-CLP2065ngen_SerThrKin-VRK1_ngenContig5422_-_CDS,Nontoxin,Nontoxin,87,265,210,191,199,151,259,257
Ccera-CLP2071ngen_SerThrKin-VRK3_ngenContig3565_-_CDS,Nontoxin,Nontoxin,42,75,55,164,45,68,66,92
Ccera-CLP2057ext_SerThrKin16_ngenContig1984_-_CDS,Nontoxin,Nontoxin,120,129,132,157,112,175,118,168
Ccera-CLP2065ngen_SerThrKin19_ngenContig3388_-_CDS,Nontoxin,Nontoxin,93,86,72,60,46,92,71,76
Ccera-KW1109ngen_SerThrKinMST4_ngenContig7410_-_CDS,Nontoxin,Nontoxin,88,165,72,90,98,97,131,153
Ccera-CLP2071ngen_SerThrKinNek6_ngenContig3158_-_CDS,Nontoxin,Nontoxin,141,253,152,201,144,207,140,217
Ccera-CLP2105ngen_SerThrKinULK3_ngenContig4741_-_CDS,Nontoxin,Nontoxin,99,122,58,175,92,126,102,114
Ccera-CLP2071ngen_SerThrPKin-RIO3_ngenContig1123_-_CDS,Nontoxin,Nontoxin,189,443,467,522,215,213,333,564
Ccera-CLP2065ngen_SerThrPP-2A-65Aa_ngenContig2742_-_CDS,Nontoxin,Nontoxin,225,378,297,413,339,356,400,354
Ccera-CLP2057ext_SerThrPP-2Aa_ngenContig3549_-_CDS,Nontoxin,Nontoxin,137,212,215,245,152,193,191,203
Ccera-CLP2057ext_SerThrPP-PP1a_ngenContig3927_-_CDS,Nontoxin,Nontoxin,155,316,201,396,190,276,192,230
Ccera-CLP2057ext_SerThrPP-PP1b_ngenContig1092_-_CDS,Nontoxin,Nontoxin,468,1232,872,1005,437,926,1336,1072
Ccera-CLP2065ngen_SerThrPP-PP1g_ngenContig2670_-_CDS,Nontoxin,Nontoxin,102,174,73,133,85,98,99,110
Ccera-CLP2057ext_SerThrPP2A-b_ngenContig3548_-_CDS,Nontoxin,Nontoxin,233,348,299,380,242,305,392,340
Ccera-CLP2109ngen_SerThrPP2A-Bd_ngenContig2599_-_CDS,Nontoxin,Nontoxin,155,248,171,213,159,207,199,176
Ccera-CLP2065ngen_SerThrPP4_ngenContig1937_-_CDS,Nontoxin,Nontoxin,58,74,50,93,64,96,70,75
Ccera-CLP2065ngen_SerThrPP6_ngenContig6247_-_CDS,Nontoxin,Nontoxin,49,88,42,74,57,81,45,71
Ccera-KW1109ngen_SerThrPP6-3_ngenContig4198_-_CDS,Nontoxin,Nontoxin,258,334,390,328,243,293,395,371
Ccera-KW1109ngen_SerumBinding-1_ngenContig2802_-_CDS,Nontoxin,Nontoxin,49,110,85,71,57,51,81,260
Ccera-KW1109ngen_Seryl-tRNASyn_ngenContig2271_-_CDS,Nontoxin,Nontoxin,345,773,353,558,527,436,480,610
Ccera-CLP2071ngen_SF-3A3_ngenContig7090_-_CDS,Nontoxin,Nontoxin,259,425,155,456,291,473,363,470
Ccera-CLP2057ext_SF-U2AF_ngenContig3691_-_CDS,Nontoxin,Nontoxin,205,270,211,287,215,277,303,304
Ccera-CLP2109ngen_SF18_ngenContig977_-_CDS,Nontoxin,Nontoxin,81,112,99,114,100,81,160,132
Ccera-CLP2071ngen_SF45_ngenContig6367_-_CDS,Nontoxin,Nontoxin,72,152,76,171,114,152,111,158
Ccera-CLP2057ext_sformylglutathioneHydrolase_ngenContig1413_-_CDS,Nontoxin,Nontoxin,283,239,267,286,130,213,236,359
Ccera-CLP2065ngen_SFT2A_ngenContig1536_-_CDS,Nontoxin,Nontoxin,63,91,52,74,55,84,76,72
Ccera-CLP2057ext_SFT2B_ngenContig750_-_CDS,Nontoxin,Nontoxin,32,46,45,18,34,34,42,40
Ccera-CLP2057ext_SH3-1_ngenContig1005_-_CDS,Nontoxin,Nontoxin,90,152,112,135,86,97,136,128
Ccera-CLP2065ngen_SH3-2_ngenContig2357_-_CDS,Nontoxin,Nontoxin,45,44,78,52,32,108,58,62
Ccera-CLP2057ext_SH3-HSC84_ngenContig1400_-_CDS,Nontoxin,Nontoxin,157,164,83,229,78,132,120,99
Ccera-CLP2057ext_SH3P2_ngenContig344_-_CDS,Nontoxin,Nontoxin,53,56,68,72,45,58,74,69
Ccera-CLP2065ngen_ShortCCA_ngenContig4946_-_CDS,Nontoxin,Nontoxin,3,5,10,7,4,4,11,14
Ccera-CLP2071ngen_SialicAcidSyn_ngenContig3665_-_CDS,Nontoxin,Nontoxin,57,58,64,118,65,70,107,52
Ccera-CLP2057ext_SignalPeptidase3_ngenContig1301_-_CDS,Nontoxin,Nontoxin,720,1065,473,1137,783,1071,866,1049
Ccera-CLP2057ext_SignalRec54_ngenContig2613_-_CDS,Nontoxin,Nontoxin,676,687,1403,795,1023,993,1094,921
Ccera-CLP2057ext_SignalRec9_ngenContig1575_-_CDS,Nontoxin,Nontoxin,31,44,27,53,41,30,35,55
Ccera-CLP2071ngen_SignalRecPart-a_ngenContig4025_-_CDS,Nontoxin,Nontoxin,659,843,795,825,1016,846,511,738
Ccera-CLP2057ext_SigPep1_ngenContig3130_-_CDS,Nontoxin,Nontoxin,440,612,545,554,355,593,623,688
Ccera-KW1109ngen_SIRT1_ngenContig2178_-_CDS,Nontoxin,Nontoxin,14,23,24,20,15,23,21,18
Ccera-CLP2065ngen_Sirtuin2_ngenContig1454_-_CDS,Nontoxin,Nontoxin,104,192,100,228,93,120,122,145
Ccera-CLP2057ext_Sirtuin5_ngenContig1928_-_CDS,Nontoxin,Nontoxin,89,115,110,156,97,110,158,158
Ccera-CLP2057ext_Sjoegren_ngenContig4451_-_CDS,Nontoxin,Nontoxin,78,122,63,208,100,221,89,192
Ccera-CLP2071ngen_SjoegrenSNA1_ngenContig6687_-_CDS,Nontoxin,Nontoxin,20,6,2,64,20,74,35,48
Ccera-CLP2105ngen_SLC25-39_ngenContig55_-_CDS,Nontoxin,Nontoxin,125,167,105,71,106,87,103,154
Ccera-CLP2057ext_SLC41-2_ngenContig2155_-_CDS,Nontoxin,Nontoxin,1018,1077,1128,1109,794,1160,1282,1524
Ccera-CLP2065ngen_Slowmo1_ngenContig1791_-_CDS,Nontoxin,Nontoxin,20,31,33,29,20,17,35,42
Ccera-CLP2065ngen_Slowmo2_ngenContig4822_-_CDS,Nontoxin,Nontoxin,15,42,47,45,43,47,60,30
Ccera-CLP2057ext_SLU7_ngenContig3110_-_CDS,Nontoxin,Nontoxin,288,424,452,388,258,340,404,884
Ccera-CLP2057ext_SmallCellAdh_ngenContig1490_-_CDS,Nontoxin,Nontoxin,23,22,30,31,20,11,35,45
Ccera-CLP2057ext_SmallUbMod1_ngenContig2060_-_CDS,Nontoxin,Nontoxin,57,60,50,51,40,55,44,61
Ccera-CLP2057ext_SmD3_ngenContig4767_-_CDS,Nontoxin,Nontoxin,133,87,6,375,147,322,226,427
Ccera-CLP2057ext_snRNA-LSm2_ngenContig2346_-_CDS,Nontoxin,Nontoxin,20,38,20,20,15,14,24,35
Ccera-CLP2057ext_snRnpE_ngenContig253_-_CDS,Nontoxin,Nontoxin,58,65,62,52,32,61,39,63
Ccera-CLP2057ext_SNRp-SmD2_ngenContig3089_-_CDS,Nontoxin,Nontoxin,44,91,72,71,48,67,62,80
Ccera-CLP2057ext_Sol45m3_ngenContig930_-_CDS,Nontoxin,Nontoxin,250,317,405,279,258,307,415,448
Ccera-CLP2057ext_SolCarr30_ngenContig3795_-_CDS,Nontoxin,Nontoxin,747,613,771,907,554,521,806,1597
Ccera-CLP2057ext_SolCarr39_ngenContig1333_-_CDS,Nontoxin,Nontoxin,1503,629,1500,2822,2618,577,3106,4454
Ccera-CLP2057ext_SolCarr40m1_ngenContig200_-_CDS,Nontoxin,Nontoxin,324,173,261,516,139,171,244,510
Ccera-CLP2057ext_Somatostatin2_ngenContig1193_-_CDS,Nontoxin,Nontoxin,117,170,124,114,32,112,98,175
Ccera-CLP2071ngen_Sortilin_ngenContig3280_-_CDS,Nontoxin,Nontoxin,290,375,366,376,334,372,638,572
Ccera-CLP2057ext_Sorting50_ngenContig1209_-_CDS,Nontoxin,Nontoxin,184,259,209,218,192,258,261,236
Ccera-CLP2057ext_SOSS-C_ngenContig1377_-_CDS,Nontoxin,Nontoxin,99,66,81,60,49,69,76,83
Ccera-CLP2057ext_SPARC_ngenContig3227_-_CDS,Nontoxin,Nontoxin,1114,494,915,283,189,440,268,202
Ccera-KW1109ngen_SpermAntigen7_ngenContig7948_-_CDS,Nontoxin,Nontoxin,11,2,1,75,33,71,40,106
Ccera-CLP2057ext_SpermSynth_ngenContig2370_-_CDS,Nontoxin,Nontoxin,161,120,160,202,91,158,161,212
Ccera-CLP2071ngen_SPF27_ngenContig7008_-_CDS,Nontoxin,Nontoxin,259,330,308,317,281,375,313,320
Ccera-CLP2057ext_SPhaseKin_ngenContig1427_-_CDS,Nontoxin,Nontoxin,143,278,159,200,154,148,211,246
Ccera-CLP2071ngen_Sphingosine1_ngenContig3804_-_CDS,Nontoxin,Nontoxin,74,197,124,184,121,128,130,87
Ccera-CLP2065ngen_SpindlinZ_ngenContig6498_-_CDS,Nontoxin,Nontoxin,51,101,53,75,38,58,52,76
Ccera-CLP2137ngen_Spinster1_ngenContig5323_-_CDS,Nontoxin,Nontoxin,88,194,101,111,124,116,240,152
Ccera-CLP2065ngen_Splicing3B-5_ngenContig425_-_CDS,Nontoxin,Nontoxin,10,22,11,31,9,30,20,28
Ccera-CLP2065ngen_SqualeneSyn_ngenContig2268_-_CDS,Nontoxin,Nontoxin,35,213,48,91,93,129,259,133
Ccera-CLP2057ext_SS182_ngenContig3028_-_CDS,Nontoxin,Nontoxin,18,9,8,24,6,15,24,17
Ccera-CLP2071ngen_ST3Gal-IV_ngenContig3956_-_CDS,Nontoxin,Nontoxin,574,411,424,487,586,430,473,1109
Ccera-CLP2071ngen_stAR-LipidTransfer5_ngenContig4501_-_CDS,Nontoxin,Nontoxin,21,56,54,88,23,22,24,27
Ccera-CLP2065ngen_stAR3_ngenContig4738_-_CDS,Nontoxin,Nontoxin,115,132,99,62,58,95,103,160
Ccera-CLP2105ngen_stAR4_ngenContig2595_-_CDS,Nontoxin,Nontoxin,14,25,13,21,28,17,70,8
Ccera-CLP2057ext_Stathmin_ngenContig3823_-_CDS,Nontoxin,Nontoxin,333,390,323,295,199,302,271,236
Ccera-CLP2071ngen_STE20-2_ngenContig2136_-_CDS,Nontoxin,Nontoxin,100,119,66,285,76,105,129,171
Ccera-CLP2065ngen_SterolReductase_ngenContig5888_-_CDS,Nontoxin,Nontoxin,262,723,389,707,552,737,1134,838
Ccera-CLP2071ngen_StessInduced1_ngenContig5189_-_CDS,Nontoxin,Nontoxin,215,519,223,552,396,423,480,471
Ccera-CLP2057ext_StressER1_ngenContig2940_-_CDS,Nontoxin,Nontoxin,113,79,15,188,127,227,120,122
Ccera-CLP2071ngen_StromMemGTPase_ngenContig4849_-_CDS,Nontoxin,Nontoxin,124,257,103,212,194,226,212,237
Ccera-CLP2057ext_SuccCoALig_ngenContig1676_-_CDS,Nontoxin,Nontoxin,177,225,202,314,211,288,236,238
Ccera-CLP2057ext_SuccinylCoALig-b_ngenContig3210_-_CDS,Nontoxin,Nontoxin,178,321,278,296,286,307,248,250
Ccera-CLP2057ext_Succinyltransferase_ngenContig2058_-_CDS,Nontoxin,Nontoxin,187,228,168,220,149,212,246,331
Ccera-CLP2057ext_Sulfatase2_ngenContig2492_-_CDS,Nontoxin,Nontoxin,168,309,202,202,239,287,319,242
Ccera-CLP2057ext_Sulfotransferase1A1_ngenContig3798_-_CDS,Nontoxin,Nontoxin,290,1231,621,232,541,306,910,847
Ccera-CLP2065ngen_Sulfotransferase6B1_ngenContig776_-_CDS,Nontoxin,Nontoxin,53,163,106,81,55,93,98,93
Ccera-CLP2068ngen_SulfurTransferase_ngenContig4160_-_CDS,Nontoxin,Nontoxin,61,89,79,90,36,73,46,66
Ccera-CLP2057ext_SUMO-UBC9-B_ngenContig1757_-_CDS,Nontoxin,Nontoxin,55,127,31,68,73,77,48,75
Ccera-CLP2057ext_SuperoxideDismutase_ngenContig1906_-_CDS,Nontoxin,Nontoxin,317,370,258,183,63,235,223,403
Ccera-CLP2105ngen_SuperoxideDismutaseCu_ngenContig4082_-_CDS,Nontoxin,Nontoxin,71,87,39,168,78,89,108,158
Ccera-CLP2057ext_SuperoxideDismutaseMn_ngenContig1463_-_CDS,Nontoxin,Nontoxin,113,117,102,114,73,82,73,103
Ccera-CLP2057ext_Surfeit4_ngenContig1998_-_CDS,Nontoxin,Nontoxin,531,620,364,541,442,605,424,320
Ccera-CLP2057ext_Surfeit4-1_ngenContig2382_-_CDS,Nontoxin,Nontoxin,117,159,154,146,156,194,161,130
Ccera-CLP2071ngen_SurfLoc1_ngenContig5803_-_CDS,Nontoxin,Nontoxin,66,67,59,76,45,61,40,59
Ccera-CLP2109ngen_SurvivalMotorNeuron1_ngenContig1491_-_CDS,Nontoxin,Nontoxin,55,69,50,69,60,61,99,86
Ccera-CLP2071ngen_SWEET1_ngenContig5630_-_CDS,Nontoxin,Nontoxin,160,431,103,340,128,194,105,200
Ccera-CLP2057ext_SWI-SNFRegulator-E1_ngenContig1279_-_CDS,Nontoxin,Nontoxin,127,194,180,89,113,84,150,214
Ccera-CLP2109ngen_SWI41_ngenContig2952_-_CDS,Nontoxin,Nontoxin,89,184,223,190,134,249,131,228
Ccera-CLP2065ngen_SynapseAss_ngenContig4603_-_CDS,Nontoxin,Nontoxin,60,83,44,140,55,51,83,126
Ccera-CLP2057ext_Synaptobrevin_ngenContig2166_-_CDS,Nontoxin,Nontoxin,72,143,132,79,140,71,94,92
Ccera-CLP2065ngen_Synaptobrevin1_ngenContig3981_-_CDS,Nontoxin,Nontoxin,34,88,55,62,56,90,78,49
Ccera-CLP2057ext_Synaptogyrin2_ngenContig2372_-_CDS,Nontoxin,Nontoxin,336,349,250,351,325,356,307,353
Ccera-CLP2071ngen_Synaptojanin2_ngenContig1939_-_CDS,Nontoxin,Nontoxin,17,12,13,30,12,19,29,20
Ccera-CLP2109ngen_SynaptosomalAssoc29_ngenContig3836_-_CDS,Nontoxin,Nontoxin,46,60,71,74,48,73,82,76
Ccera-CLP2065ngen_Synaptotagmin7_ngenContig716_-_CDS,Nontoxin,Nontoxin,102,132,68,74,80,100,124,103
Ccera-CLP2071ngen_Syndecan4_ngenContig1706_-_CDS,Nontoxin,Nontoxin,21,30,21,34,17,15,39,46
Ccera-CLP2137ngen_Syntaxin5_ngenContig3639_-_CDS,Nontoxin,Nontoxin,101,125,57,110,90,72,104,227
Ccera-CLP2065ngen_Syntaxin7_ngenContig5972_-_CDS,Nontoxin,Nontoxin,53,96,79,54,69,69,95,101
Ccera-CLP2071ngen_syntaxin8_ngenContig1247_-_CDS,Nontoxin,Nontoxin,61,87,95,87,68,122,86,73
Ccera-CLP2065ngen_SyntaxinBinding2_ngenContig3960_-_CDS,Nontoxin,Nontoxin,118,177,81,239,200,125,239,181
Ccera-CLP2105ngen_Syntenin1-1_ngenContig4222_-_CDS,Nontoxin,Nontoxin,80,130,109,194,72,83,79,154
Ccera-CLP2065ngen_TATABinding1_ngenContig3870_-_CDS,Nontoxin,Nontoxin,29,64,43,51,38,47,61,58
Ccera-CLP2057ext_TBC1-17_ngenContig4400_-_CDS,Nontoxin,Nontoxin,385,381,280,218,320,183,318,591
Ccera-CLP2071ngen_TBC1fm7_ngenContig4776_-_CDS,Nontoxin,Nontoxin,42,62,60,90,34,47,28,92
Ccera-CLP2057ext_TCAM1_ngenContig931_-_CDS,Nontoxin,Nontoxin,1744,2169,2284,2665,2919,1975,2988,4243
Ccera-CLP2071ngen_tcellImm_ngenContig180_-_CDS,Nontoxin,Nontoxin,338,742,388,572,474,586,491,316
Ccera-CLP2057ext_tcomp1b_ngenContig783_-_CDS,Nontoxin,Nontoxin,477,430,1016,537,511,675,801,654
Ccera-CLP2057ext_Tcomp1theta_ngenContig2800_-_CDS,Nontoxin,Nontoxin,588,599,1198,788,727,973,1286,1010
Ccera-CLP2057ext_TComplex-1d_ngenContig3912_-_CDS,Nontoxin,Nontoxin,658,845,1276,1213,731,771,1897,2782
Ccera-CLP2057ext_TComplex1-z_ngenContig1170_-_CDS,Nontoxin,Nontoxin,554,1291,1628,1529,488,966,851,1400
Ccera-CLP2057ext_TComplex1a_ngenContig3729_-_CDS,Nontoxin,Nontoxin,988,1285,1587,2001,919,1001,2156,3470
Ccera-CLP2057ext_TComplex1e_ngenContig1521_-_CDS,Nontoxin,Nontoxin,745,830,1131,963,753,937,1633,1840
Ccera-CLP2071ngen_TComplex1eta_ngenContig6692_-_CDS,Nontoxin,Nontoxin,361,383,139,451,355,462,676,508
Ccera-CLP2057ext_TComplex1g_ngenContig4354_-_CDS,Nontoxin,Nontoxin,479,767,453,826,583,858,814,668
Ccera-CLP2057ext_TCTP_ngenContig136_-_CDS,Nontoxin,Nontoxin,1353,4634,1671,3776,1993,1948,2778,6791
Ccera-CLP2071ngen_Tectonic2_ngenContig178_-_CDS,Nontoxin,Nontoxin,232,145,54,285,168,151,88,189
Ccera-CLP2057ext_TEFB1_ngenContig2835_-_CDS,Nontoxin,Nontoxin,310,212,297,236,258,268,275,235
Ccera-CLP2057ext_Telethonin_ngenContig1804_-_CDS,Nontoxin,Nontoxin,322,1516,66,156,19,86,34,206
Ccera-CLP2065ngen_TERATPase_ngenContig140_-_CDS,Nontoxin,Nontoxin,219,519,176,422,261,334,302,425
Ccera-CLP2071ngen_Tescalcin_ngenContig6939_-_CDS,Nontoxin,Nontoxin,32,62,21,102,22,58,77,61
Ccera-CLP2057ext_Test264_ngenContig390_-_CDS,Nontoxin,Nontoxin,84,100,53,101,25,64,78,79
Ccera-CLP2071ngen_TetherUBX-GLUT4_ngenContig4875_-_CDS,Nontoxin,Nontoxin,122,199,172,173,124,187,202,279
Ccera-CLP2068ngen_Tetraspanin-1_ngenContig476_-_CDS,Nontoxin,Nontoxin,83,47,83,123,7,21,43,102
Ccera-CLP2057ext_Tetraspanin13_ngenContig1511_-_CDS,Nontoxin,Nontoxin,234,80,160,164,177,61,251,240
Ccera-CLP2071ngen_Tetraspanin14_ngenContig2068_-_CDS,Nontoxin,Nontoxin,92,133,80,147,69,149,141,152
Ccera-CLP2065ngen_Tetraspanin3-1_ngenContig4552_-_CDS,Nontoxin,Nontoxin,82,96,114,83,77,102,108,97
Ccera-CLP2057ext_Tetraspanin3-2_ngenContig818_-_CDS,Nontoxin,Nontoxin,112,315,149,321,143,224,211,308
Ccera-CLP2057ext_Tetraspanin31_ngenContig423_-_CDS,Nontoxin,Nontoxin,75,63,63,72,74,87,135,79
Ccera-CLP2065ngen_Tetraspanin6_ngenContig1814_-_CDS,Nontoxin,Nontoxin,30,59,29,33,45,23,38,28
Ccera-CLP2065ngen_Tetratricopeptide1_ngenContig3314_-_CDS,Nontoxin,Nontoxin,79,147,107,117,117,93,150,209
Ccera-CLP2057ext_Tetratricopeptide35_ngenContig2373_-_CDS,Nontoxin,Nontoxin,175,153,241,200,161,227,193,180
Ccera-CLP2071ngen_Tetratricopeptide39C_ngenContig3019_-_CDS,Nontoxin,Nontoxin,142,212,131,237,175,199,223,226
Ccera-CLP2065ngen_TF-AP-1_ngenContig5487_-_CDS,Nontoxin,Nontoxin,19,121,19,52,49,35,25,96
Ccera-CLP2057ext_TF-ATF4_ngenContig2243_-_CDS,Nontoxin,Nontoxin,2697,3132,1533,3507,1786,1598,1563,2940
Ccera-CLP2068ngen_TF-ATF6a_ngenContig1381_-_CDS,Nontoxin,Nontoxin,154,167,239,152,248,186,377,312
Ccera-CLP2057ext_TF-BTF3-1_ngenContig1800_-_CDS,Nontoxin,Nontoxin,230,266,328,336,289,266,382,520
Ccera-CLP2057ext_TF-BTF3-2_ngenContig2571_-_CDS,Nontoxin,Nontoxin,280,543,338,489,239,373,411,571
Ccera-CLP2065ngen_TF-II-I_ngenContig736_-_CDS,Nontoxin,Nontoxin,134,393,134,255,224,326,153,167
Ccera-CLP2065ngen_TF-IIF2_ngenContig3511_-_CDS,Nontoxin,Nontoxin,74,199,126,151,133,137,152,146
Ccera-CLP2071ngen_TF-LIM-LMO4_ngenContig2914_-_CDS,Nontoxin,Nontoxin,33,30,53,185,32,83,81,118
Ccera-CLP2057ext_TF-SAM-Ets_ngenContig1145_-_CDS,Nontoxin,Nontoxin,178,131,257,454,193,274,284,266
Ccera-CLP2105ngen_TF-Y-g1_ngenContig4993_-_CDS,Nontoxin,Nontoxin,41,74,34,60,57,111,83,103
Ccera-KW1744ext_TF-YBox_extContig92_-_CDS,Nontoxin,Nontoxin,5426,3443,2275,4685,2861,4877,5794,13607
Ccera-CLP2057ext_TFIID12_ngenContig3767_-_CDS,Nontoxin,Nontoxin,42,48,46,56,30,51,42,50
Ccera-CLP2065ngen_THEM2_ngenContig1334_-_CDS,Nontoxin,Nontoxin,26,27,21,20,20,15,10,28
Ccera-CLP2065ngen_Thioesterase4_ngenContig4650_-_CDS,Nontoxin,Nontoxin,17,48,31,20,30,27,22,25
Ccera-CLP2065ngen_Thiolase_ngenContig1395_-_CDS,Nontoxin,Nontoxin,106,193,157,254,90,147,162,149
Ccera-CLP2071ngen_Thioredox15_ngenContig3364_-_CDS,Nontoxin,Nontoxin,351,376,401,398,288,383,380,402
Ccera-CLP2057ext_Thioredoxin-1_ngenContig4260_-_CDS,Nontoxin,Nontoxin,713,848,577,1023,615,740,925,1002
Ccera-CLP2065ngen_Thioredoxin-2_ngenContig5334_-_CDS,Nontoxin,Nontoxin,42,57,41,30,43,38,41,31
Ccera-CLP2057ext_Thioredoxin17_ngenContig2371_-_CDS,Nontoxin,Nontoxin,112,94,166,138,93,111,128,222
Ccera-CLP2057ext_Thioredoxin4A_ngenContig4086_-_CDS,Nontoxin,Nontoxin,39,48,47,18,22,24,41,74
Ccera-CLP2057ext_Thioredoxin9_ngenContig2528_-_CDS,Nontoxin,Nontoxin,65,89,86,87,61,83,103,127
Ccera-CLP2109ngen_THO-4_ngenContig4421_-_CDS,Nontoxin,Nontoxin,79,239,109,201,150,296,175,217
Ccera-CLP2065ngen_THO7_ngenContig5114_-_CDS,Nontoxin,Nontoxin,59,123,70,121,79,82,93,86
Ccera-CLP2065ngen_Threonyl-tRNASyn_ngenContig4794_-_CDS,Nontoxin,Nontoxin,541,1148,451,790,569,829,629,672
Ccera-CLP2057ext_ThymicStromal_ngenContig2770_-_CDS,Nontoxin,Nontoxin,202,154,109,167,155,151,128,301
Ccera-CLP2071ngen_TIF-1b_ngenContig3933_-_CDS,Nontoxin,Nontoxin,0,0,0,112,0,69,0,0
Ccera-CLP2057ext_TIF-2-1-1_ngenContig1737_-_CDS,Nontoxin,Nontoxin,144,190,295,247,239,245,329,317
Ccera-CLP2057ext_TIF-3D_ngenContig683_-_CDS,Nontoxin,Nontoxin,751,775,1037,943,880,736,1186,1399
Ccera-CLP2057ext_TIF-3E_ngenContig3690_-_CDS,Nontoxin,Nontoxin,1385,1522,1841,2020,1274,1168,2251,3128
Ccera-CLP2057ext_TIF-3I_ngenContig4055_-_CDS,Nontoxin,Nontoxin,847,1160,1252,1252,796,1037,1444,1702
Ccera-CLP2057ext_TIF-3K_ngenContig3993_-_CDS,Nontoxin,Nontoxin,471,646,455,809,349,476,538,1051
Ccera-CLP2057ext_TIF-3L_ngenContig2625_-_CDS,Nontoxin,Nontoxin,481,620,667,658,545,445,812,1003
Ccera-CLP2057ext_TIF-4AIII_ngenContig3413_-_CDS,Nontoxin,Nontoxin,256,303,283,334,196,315,330,437
Ccera-CLP2105ngen_TIF-4E1_ngenContig1192_-_CDS,Nontoxin,Nontoxin,36,52,8,192,48,57,82,176
Ccera-CLP2057ext_TIF-4E2_ngenContig4310_-_CDS,Nontoxin,Nontoxin,168,189,176,256,187,227,204,245
Ccera-CLP2057ext_TIF-5A-1_ngenContig3809_-_CDS,Nontoxin,Nontoxin,298,383,179,415,295,336,348,256
Ccera-CLP2065ngen_TIF-5A-2_ngenContig3115_-_CDS,Nontoxin,Nontoxin,15,38,67,29,49,50,65,45
Ccera-CLP2057ext_TIF-eIF-2B_ngenContig3075_-_CDS,Nontoxin,Nontoxin,138,152,156,197,221,145,221,180
Ccera-CLP2068ngen_TIF-elf2B-g_ngenContig1346_-_CDS,Nontoxin,Nontoxin,146,142,212,122,113,136,112,178
